study17	0.199183673	0.5355	0.33632653	Note	E4	331.337
study17	0.545306122	0.8359	0.290612244	Note	G4	396.499
study17	0.855510204	0.9012	0.045714285	Cut	C#5	549.224
study17	0.904489795	1.2114	0.306938775	Note	B4	500.352
study17	1.217959183	1.4922	0.274285714	Note	E5	663.258
study17	1.547755102	1.7959	0.248163265	Note	B4	494.243
study17	1.805714285	1.8612	0.055510204	Cut	C5	524.788
study17	1.880816326	2.1551	0.274285714	Note	G4	390.391
study17	2.161632653	2.2106	0.048979591	Cut	C#5	545.151
study17	2.249795918	2.5143	0.264489795	Note	B4	500.352
study17	2.51755102	2.8049	0.287346938	Note	G4	390.391
study17	2.785306122	2.8441	0.05877551	Cut	A4	429.081
study17	2.863673469	3.1706	0.306938775	Note	E4	329.301
study17	3.170612244	3.4580	0.287346938	Note	F#4	374.1
study17	3.47755102	3.5167	0.039183673	Cut	A4	437.226
study17	3.552653061	3.8204	0.267755102	Note	F#4	367.991
study17	3.833469387	4.1469	0.313469387	Note	D4	292.647
study17	4.150204081	4.1992	0.048979591	Cut	G4	382.245
study17	4.212244897	4.4963	0.284081632	Note	E4	329.301
study17	4.499591836	4.8294	0.329795918	Note	G4	388.354
study17	4.829387755	5.1461	0.316734693	Note	A4	441.299
study17	5.155918367	5.4237	0.267755102	Note	B4	498.316
study17	5.443265306	5.5086	0.065306122	Cut	C5	522.752
study17	5.518367346	5.8090	0.290612244	Note	G4	392.427
study17	5.83510204	6.1486	0.313469387	Note	E4	331.337
study17	6.148571428	6.4261	0.27755102	Note	F#4	370.027
study17	6.471836734	6.5371	0.065306122	Cut	A4	439.262
study17	6.546938775	6.8376	0.290612244	Note	F#4	367.991
study17	6.831020408	7.1053	0.274285714	Note	E4	331.337
study17	7.105306122	7.1673	0.062040816	Cut	G4	384.282
study17	7.180408163	7.5069	0.326530612	Note	D4	296.72
study17	7.510204081	7.8269	0.316734693	Note	F#4	363.918
study17	7.820408163	8.1176	0.297142857	Note	A4	441.299
study17	8.127346938	8.1796	0.052244897	Cut	B4	490.17
study17	8.208979591	8.5192	0.310204081	Note	E4	331.337
study17	8.49632653	8.8131	0.316734693	Note	G4	390.391
study17	8.81632653	8.8849	0.068571428	Cut	C#5	553.296
study17	8.901224489	9.1755	0.274285714	Note	B4	494.243
study17	9.172244897	9.4955	0.323265306	Note	G4	390.391
study17	9.49877551	9.7992	0.300408163	Note	B4	494.243
study17	9.805714285	10.1127	0.306938775	Note	D5	587.914
study17	10.11918367	10.1649	0.045714285	Cut	D5	616.422
study17	10.1844898	10.4522	0.267755102	Note	B4	494.243
study17	10.46530612	10.7429	0.27755102	Note	D5	571.623
study17	10.76244898	10.8212	0.05877551	Cut	A5	868.927
study17	10.84408163	11.0922	0.248163265	Note	G5	789.51
study17	11.11510204	11.1935	0.078367346	Cut	A5	870.963
study17	11.19346939	11.4580	0.264489795	Note	E5	659.185
study17	11.4644898	11.7551	0.290612244	Note	G5	785.437
study17	11.77795918	11.8302	0.052244897	Cut	B5	1115.32
study17	11.82693878	12.1273	0.300408163	Note	B5	1035.91
study17	12.1077551	12.4604	0.352653061	Note	F#5	738.602
study17	12.47346939	12.7739	0.300408163	Note	E5	661.222
study17	12.78040816	13.0906	0.310204081	Note	D5	591.987
study17	13.11020408	13.1690	0.05877551	Cut	C#5	539.042
study17	13.18204082	13.4955	0.313469387	Note	A4	443.335
study17	13.49877551	13.8090	0.310204081	Note	B4	496.279
study17	13.84816327	14.1290	0.280816326	Note	G4	390.391
study17	14.14204082	14.1976	0.055510204	Cut	A4	435.19
study17	14.21061224	14.5045	0.293877551	Note	F#4	365.955
study17	14.51428571	14.8180	0.303673469	Note	E4	331.337
study17	14.82122449	14.8702	0.048979591	Cut	A4	433.153
study17	14.87346939	15.1804	0.306938775	Note	F#4	365.955
study17	15.19673469	15.5102	0.313469387	Note	A4	443.335
study17	15.50367347	15.7682	0.264489795	Note	F#4	367.991
study17	15.77469388	15.8302	0.055510204	Cut	G4	410.754
study17	15.84979592	16.2939	0.444081632	Note	D4	292.647
