study11	0.2467	0.5892	0.3425	Note	E4	327.578
study11	0.5805	0.8737	0.2932	Note	F#4	365.094
study11	0.8911	1.1871	0.2961	Note	G4	388.318
study11	1.1929	1.4716	0.2786	Note	F#4	366.88
study11	1.4673	1.5138	0.0464	Cut	G4	383.279
study11	1.5267	1.7908	0.2641	Note	E4	329.364
study11	1.8024	2.1188	0.3164	Note	D4	288.276
study11	2.1333	2.3975	0.2641	Note	E4	327.578
study11	2.4207	2.7051	0.2844	Note	G4	390.104
study11	2.7022	2.7487	0.0464	Cut	A4	429.406
study11	2.7574	3.0186	0.2612	Note	F#4	365.094
study11	3.0418	3.3292	0.2873	Note	E4	329.364
study11	3.3408	3.6455	0.3048	Note	D4	291.849
study11	3.6455	3.9242	0.2786	Note	F#4	367.393
study11	3.9329	3.9764	0.0435	Cut	F#4	372.24
study11	3.9822	4.2551	0.2728	Note	E4	331.151
study11	4.2609	4.5772	0.3164	Note	D4	290.062
study11	4.5743	4.6208	0.0464	Cut	E4	341.159
study11	4.6266	5.1606	0.5341	Note	E4	330.497
study11	5.1751	5.4770	0.3019	Note	F#4	361.607
study11	5.4828	5.7731	0.2902	Note	G4	391.479
study11	5.8108	6.0778	0.2670	Note	A4	442.146
study11	6.0923	6.3971	0.3048	Note	G4	385.313
study11	6.4058	6.4464	0.0406	Cut	A4	439.813
study11	6.4726	6.7338	0.2612	Note	F#4	367.393
study11	6.7483	7.0531	0.3048	Note	E4	332.251
study11	7.0647	7.3578	0.2932	Note	F#4	361.607
study11	7.3636	7.6771	0.3135	Note	A4	442.146
study11	7.6858	7.7264	0.0406	Cut	B4	478.672
study11	7.7468	8.0196	0.2728	Note	G4	391.479
study11	8.0428	8.3447	0.3019	Note	F#4	367.393
study11	8.3708	8.6291	0.2583	Note	E4	328.753
study11	8.6465	8.9107	0.2641	Note	G4	387.358
study11	8.9165	8.9803	0.0639	Cut	A4	432.886
study11	8.9716	9.2735	0.3019	Note	F#4	361.607
study11	9.2822	9.5173	0.2351	Note	E4	327.018
study11	9.5202	9.5869	0.0668	Cut	F#4	369.342
study11	9.5840	9.9120	0.3280	Note	D4	291.08
study11	9.9236	10.2342	0.3106	Note	D4	289.543
study11	9.9236	10.2342	0.3106	Breath	D4	288.015
study11	10.2487	10.5332	0.2844	Note	F#4	365.454
study11	10.5419	10.8640	0.3222	Note	A4	442.146
study11	10.8756	11.1543	0.2786	Note	B4	496.736
study11	11.1485	11.4242	0.2757	Note	A4	442.146
study11	11.4242	11.4852	0.0610	Cut	B4	491.506
study11	11.4968	11.7841	0.2873	Note	G4	397.743
study11	11.7870	12.0802	0.2932	Note	F#4	367.393
study11	12.0918	12.3907	0.2990	Note	G4	393.556
study11	12.3995	12.6810	0.2815	Note	B4	486.332
study11	12.6984	12.7536	0.0551	Cut	B4	476.146
study11	12.7536	12.9974	0.2438	Note	A4	437.492
study11	13.0061	13.3195	0.3135	Note	G4	393.556
study11	13.3283	13.6272	0.2990	Note	F#4	367.393
study11	13.6243	13.8884	0.2641	Note	A4	444.492
study11	13.8884	13.9436	0.0551	Cut	B4	478.672
study11	13.9668	14.2483	0.2815	Note	G4	393.556
study11	14.2571	14.4863	0.2293	Note	F#4	371.302
study11	14.4922	14.5589	0.0668	Cut	G4	385.313
study11	14.5589	14.8927	0.3338	Note	E4	328.753
study11	14.9043	15.1888	0.2844	Breath	E4	328.752
study11	15.1975	15.4761	0.2786	Note	G4	389.413
study11	15.4935	15.8041	0.3106	Note	B4	494.114
study11	15.8273	16.0972	0.2699	Note	C5	518.216
study11	16.1088	16.3875	0.2786	Note	B4	496.736
study11	16.3991	16.4339	0.0348	Cut	C5	526.508
study11	16.4484	16.7271	0.2786	Note	A4	442.146
study11	16.7358	17.0405	0.3048	Note	G4	389.413
study11	17.0609	17.3569	0.2961	Note	A4	442.146
study11	17.3656	17.6007	0.2351	Note	C5	526.508
study11	17.6733	17.7052	0.0319	Cut	C#5	555.12
study11	17.7139	17.9839	0.2699	Note	B4	502.021
study11	17.9897	18.3176	0.3280	Note	A4	442.146
study11	18.3176	18.6137	0.2961	Note	G4	391.479
study11	18.6108	18.9127	0.3019	Note	B4	499.371
study11	18.9272	18.9736	0.0464	Cut	C5	532.11
study11	18.9881	19.2522	0.2641	Note	A4	439.813
study11	19.2610	19.5599	0.2990	Note	G4	391.479
study11	19.5570	19.6005	0.0435	Cut	A4	419.358
study11	19.6063	19.8705	0.2641	Note	F#4	361.607
study11	19.8879	20.1723	0.2844	Breath	F#4	361.606
study11	20.1781	20.4916	0.3135	Note	E4	328.753
study11	20.4945	20.7964	0.3019	Note	F#4	365.454
study11	20.7993	21.1215	0.3222	Note	G4	393.556
study11	21.1185	21.4059	0.2873	Note	B4	488.912
study11	21.4059	21.4494	0.0435	Cut	C5	523.729
study11	21.4668	21.7223	0.2554	Note	A4	439.813
study11	21.7252	22.0415	0.3164	Note	G4	389.413
study11	22.0502	22.3463	0.2961	Note	F#4	363.525
study11	22.3550	22.6366	0.2815	Note	A4	435.183
study11	22.6366	22.6888	0.0522	Cut	B4	473.633
study11	22.6917	22.9761	0.2844	Note	G4	393.556
study11	22.9907	23.2954	0.3048	Note	F#4	369.342
study11	23.3157	23.6002	0.2844	Note	E4	330.497
study11	23.6031	23.8585	0.2554	Note	G4	389.413
study11	23.8585	23.9195	0.0610	Cut	A4	437.492
study11	23.9398	24.1865	0.2467	Note	F#4	365.454
study11	24.2010	24.4709	0.2699	Note	E4	330.497
study11	24.4709	24.5348	0.0639	Cut	F#4	365.454
study11	24.5522	25.3591	0.8069	Note	D4	292.624
