study6	0.1714	0.4849	0.3135	Note	D4	290.866
study6	0.4816	0.7603	0.2786	Note	E4	327.068
study6	0.8041	0.8531	0.0490	Cut	A4	438.02
study6	0.8653	1.1143	0.2490	Note	F#4	365.839
study6	1.1020	1.4271	0.3251	Note	D4	292.59
study6	1.4653	1.5000	0.0347	Cut	G4	382.031
study6	1.5265	2.0755	0.5490	Note	E4	329.422
study6	2.0735	2.1163	0.0429	Cut	A4	434.045
study6	2.1347	2.4265	0.2918	Note	F#4	365.006
study6	2.4082	2.6984	0.2902	Note	E4	328.792
study6	2.7020	3.3290	0.6269	Note	D4	290.866
study6	3.3612	3.4082	0.0469	Cut	A4	433.056
study6	3.4224	3.6837	0.2612	Note	F#4	363.346
study6	3.6653	3.9556	0.2902	Note	D4	292.59
study6	3.9959	4.0429	0.0469	Cut	F#4	377.701
study6	4.0571	4.2796	0.2224	Note	E4	326.433
study6	4.2694	4.6177	0.3483	Note	D4	289.142
study6	4.5918	4.6388	0.0469	Cut	B4	479.834
study6	4.6388	4.8980	0.2592	Note	G4	387.292
study6	4.8980	5.1882	0.2902	Note	F#4	363.27
study6	5.1837	5.4855	0.3019	Note	E4	328.792
study6	5.4857	5.7760	0.2902	Note	F#4	363.27
study6	5.8143	5.8490	0.0347	Cut	B4	482.026
study6	5.8612	6.1469	0.2857	Note	G4	389.061
study6	6.1388	6.4406	0.3019	Note	E4	325.344
study6	6.4714	6.5163	0.0449	Cut	A4	433.056
study6	6.5286	7.0612	0.5327	Note	F#4	364.175
study6	7.0776	7.1245	0.0469	Cut	B4	487.551
study6	7.1408	7.3735	0.2327	Note	G4	390.839
study6	7.3714	7.6849	0.3135	Note	F#4	363.27
study6	7.6816	8.2737	0.5921	Note	E4	328.792
study6	8.3061	8.3449	0.0388	Cut	B4	479.834
study6	8.3612	8.6082	0.2469	Note	G4	388.175
study6	8.5959	8.8978	0.3019	Note	E4	330.516
study6	8.9367	8.9796	0.0429	Cut	A4	433.056
study6	9.0000	9.2490	0.2490	Note	F#4	364.175
study6	9.2490	9.5392	0.2902	Note	E4	328.792
study6	9.5898	9.6245	0.0347	Cut	C5	517.319
study6	9.6408	9.8571	0.2163	Note	A4	437.023
study6	9.8531	10.1781	0.3251	Note	G4	390.852
study6	10.1796	10.4815	0.3019	Note	F#4	364.994
study6	10.4816	10.7835	0.3019	Note	G4	389.128
study6	10.8204	10.8714	0.0510	Cut	C5	528.041
study6	10.8857	11.1143	0.2286	Note	A4	436.028
study6	11.1102	11.4237	0.3135	Note	F#4	364.994
study6	11.4429	11.4898	0.0469	Cut	B4	475.479
study6	11.5102	12.0429	0.5327	Note	G4	389.061
study6	12.0469	12.0796	0.0327	Cut	C5	522.058
study6	12.0959	12.3327	0.2367	Note	A4	438.02
study6	12.3347	12.6366	0.3019	Note	G4	392.576
study6	12.6433	12.9916	0.3483	Note	F#4	365.223
study6	13.0122	13.2857	0.2735	Breath	F#4	367.493
study6	13.2939	13.3449	0.0510	Cut	C5	534.094
study6	13.3510	13.6061	0.2551	Note	A4	440.021
study6	13.6000	13.9135	0.3135	Note	F#4	364.994
study6	13.9510	13.9837	0.0327	Cut	A4	443.041
study6	14.0061	14.2469	0.2408	Note	G4	390.839
study6	14.2449	14.5351	0.2902	Note	F#4	364.994
study6	14.5714	14.6102	0.0388	Cut	C5	535.313
study6	14.6224	14.8571	0.2347	Note	B4	492.017
study6	14.8571	15.1474	0.2902	Note	A4	439.121
study6	15.1510	15.4993	0.3483	Note	G4	390.852
study6	15.4939	15.7841	0.2902	Note	A4	439.121
study6	15.8204	15.8796	0.0592	Cut	C5	535.313
study6	15.8816	16.1347	0.2531	Note	B4	492.017
study6	16.1224	16.4243	0.3019	Note	G4	390.852
study6	16.4571	16.4918	0.0347	Cut	C5	513.794
study6	16.5122	17.0776	0.5653	Note	A4	438.02
study6	17.0918	17.1367	0.0449	Cut	C5	537.759
study6	17.1469	17.4102	0.2633	Note	B4	492.017
study6	17.3959	17.6978	0.3019	Note	A4	439.121
study6	17.7551	18.0429	0.2878	Note	G4	383.776
study6	18.0653	18.2857	0.2204	Breath	G4	385.512
study6	18.2918	18.3531	0.0612	Cut	C#5	550.157
study6	18.3653	18.6449	0.2796	Note	B4	493.14
study6	18.6204	18.9223	0.3019	Note	G4	389.128
study6	18.9551	19.0061	0.0510	Cut	C5	523.249
study6	19.0204	19.2408	0.2204	Note	A4	438.02
study6	19.2327	19.5345	0.3019	Note	F#4	361.546
study6	19.5673	19.6041	0.0367	Cut	B4	485.334
study6	19.6245	19.9327	0.3082	Note	G4	389.949
study6	19.9592	20.2776	0.3184	Note	E4	327.068
